id,title,intro,poster,pubdate,url,rating,genres,star,comment,tags,star_time,card
22266126,王牌保镖,,https://dou.img.lithub.cc/movie/22266126.jpg,2017-09-22(中国大陆),https://movie.douban.com/subject/22266126/,7.2,"喜剧,动作,犯罪",,,,2019-10-09 06:48:14,2017 / 美国 中国香港 保加利亚 荷兰 加拿大 英国 法国 / 喜剧 动作 犯罪 / 帕特里克·休斯 / 瑞安·雷诺兹 塞缪尔·杰克逊
26270502,绣春刀II：修罗战场,,https://dou.img.lithub.cc/movie/26270502.jpg,2017-07-19(中国大陆),https://movie.douban.com/subject/26270502/,7.2,"剧情,动作,武侠",,,,2019-10-09 06:48:04,2017 / 中国大陆 / 剧情 动作 武侠 古装 / 路阳 / 张震 杨幂
26607693,敦刻尔克,,https://dou.img.lithub.cc/movie/26607693.jpg,2017-09-01(中国大陆),https://movie.douban.com/subject/26607693/,8.4,"剧情,历史,战争",,,,2019-10-09 06:47:29,2017 / 英国 法国 美国 荷兰 / 剧情 历史 战争 / 克里斯托弗·诺兰 / 菲恩·怀特海德 汤姆·格林-卡尼
25921812,驴得水,,https://dou.img.lithub.cc/movie/25921812.jpg,2016-10-28(中国大陆),https://movie.douban.com/subject/25921812/,8.3,"剧情,喜剧",,,,2019-10-09 06:46:44,2016 / 中国大陆 / 剧情 喜剧 / 周申 刘露 / 任素汐 大力
5350027,妖猫传,,https://dou.img.lithub.cc/movie/5350027.jpg,2017-12-22(中国大陆),https://movie.douban.com/subject/5350027/,6.9,"剧情,悬疑,奇幻",,,,2019-10-09 06:46:32,2017 / 中国大陆 日本 / 剧情 悬疑 奇幻 古装 / 陈凯歌 / 黄轩 染谷将太
26926321,缝纫机乐队,,https://dou.img.lithub.cc/movie/26926321.jpg,2017-09-29(中国大陆),https://movie.douban.com/subject/26926321/,6.6,"喜剧,音乐",,,,2019-10-09 06:46:28,2017 / 中国大陆 / 喜剧 音乐 / 大鹏 / 大鹏 乔杉
26972258,江湖儿女,,https://dou.img.lithub.cc/movie/26972258.jpg,2018-09-21(中国大陆),https://movie.douban.com/subject/26972258/,7.6,"爱情,犯罪",,,,2019-10-09 06:46:26,2018 / 中国大陆 法国 日本 / 爱情 犯罪 / 贾樟柯 / 赵涛 廖凡
27073234,憨豆特工3,,https://dou.img.lithub.cc/movie/27073234.jpg,2018-11-23(中国大陆),https://movie.douban.com/subject/27073234/,6.3,"喜剧,动作,冒险",,,,2019-10-09 06:45:51,2018 / 法国 美国 英国 / 喜剧 动作 冒险 / 大卫·科尔 / 罗温·艾金森 本·米勒
26363254,战狼2,,https://dou.img.lithub.cc/movie/26363254.jpg,2017-07-27(中国大陆),https://movie.douban.com/subject/26363254/,7.1,"动作,战争",,,,2019-10-09 06:45:44,2017 / 中国大陆 / 动作 战争 / 吴京 / 吴京 弗兰克·格里罗
26662193,前任3：再见前任,,https://dou.img.lithub.cc/movie/26662193.jpg,2017-12-29(中国大陆),https://movie.douban.com/subject/26662193/,5.5,"喜剧,爱情",,,,2019-10-09 06:45:25,2017 / 中国大陆 / 喜剧 爱情 / 田羽生 / 韩庚 郑恺
